ceref,name_en,website_url,name_disambiguation_status,operational_status,asset_classes,style,sub_strategy,illiquid_book_likelihood,cayman_fund_signals,us_lp_signals,geographic_focus,sector_focus,family_office_type,parent_org,parent_relationship,aum_raw_string,aum_currency,aum_usd_m,linkedin_url,ir_email,emails_on_site,generic_emails_on_site,also_holds_type_1,also_holds_type_4,all_sfc_ra_types,evidence_strength,rationale,classification_source,serpapi_kg_summary,source_markdown_path,classified_at_utc,classifier_version,email_extraction_cleared,website_accuracy,deep_scrape_attempted_utc,deep_scrape_status,hunter_email,hunter_score,hunter_status,hunter_attempted_utc
BTX926,Waterwood Asset Management Limited,https://www.waterwood.one,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T14:47:03Z,v2-2026-05-27,,not_found,,,,,,
BTX937,Arcadia Fund Management Group Asia Limited,http://www.hkarcadia.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,info@hkarcadia.com,true,true,"1,4,9",no_evidence,"The scraped content is entirely about a beverage/shisha shop called 'Arcadia Shop' at the same address, with no mention of asset management. No firm website was found.",none,"KG title: Arcadia restaurant & bar
KG type: Bar",data\firm_pages\BTX937.md,2026-05-28T06:28:42Z,v2-2026-05-27,,not_found,,,,,,
BTY375,Blue Box Securities Limited,https://www.blue.com.hk/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,"The website is for an online life insurance company called Blue, unrelated to asset management. No SFC Type 9 or asset management content found for Blue Box Securities Limited.",none,"KG title: Blue Ocean Wealth Management (Hong Kong) Ltd.
KG type: Financial consultant in Hong Kong",data\firm_pages\BTY375.md,2026-05-28T06:47:58Z,v2-2026-05-27,,not_found,,,,,,
BTY381,Blue Ribbon Capital Limited,https://blueribboncapital.hk/,high_confidence,active,"private_equity,real_assets,public_equity,multi",mixed,"wealth management, selective private equity, real estate fund",medium,,,asia,"real_estate,generalist",not_applicable,,n_a,,,,,cs@blueribboncapital.hk,cs@blueribboncapital.hk,,true,true,"1,4,9",one_clear_statement,"The site explicitly mentions 'private equity opportunities' and an 'Overseas Real Estate Fund (Japan/Europe)', indicating an illiquid component; the firm describes itself as a Hong Kong-based SFC-licensed investment manager, active and contactable. No parent group mentioned. AUM not disclosed.",website,,data\firm_pages\BTY381.md,2026-05-28T06:49:05Z,v2-2026-05-27,,verified,,,,,,
BTY430,Luven Capital Management Limited,https://www.luvencapital.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,none,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,No website content provided for Luven Capital Management Limited; cannot classify.,none,,data\firm_pages\BTY430.md,2026-05-28T12:54:50Z,v2-2026-05-27,,not_found,,,,,,
BTY431,Dexin Investment Management International Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T07:40:55Z,v2-2026-05-27,,not_found,,,,,,
BTY446,Sancus Advisors Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,,none,"KG title: Sancus Advisors Limited
KG type: Investment service in Hong Kong

KG title: Sancus Advisors Limited
KG type: Investment service in Hong Kong",,2026-05-28T14:28:47Z,v2-2026-05-27,,not_found,,,,,,
BTY899,Creekfront Capital Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T07:24:24Z,v2-2026-05-27,,not_found,,,,,,
BUA119,JAKK Capital Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T12:31:03Z,v2-2026-05-27,,not_found,,,,,,
BUA365,Torito Capital Limited,https://www.toritocapital.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,No source text provided and no site found for Torito Capital Limited,none,,data\firm_pages\BUA365.md,2026-05-28T14:37:33Z,v2-2026-05-27,,not_found,,,,,,
BUA421,First Fortune Investment Fund Limited,https://www.first-fortune.com/,high_confidence,active,"public_equity,public_credit,private_equity,fund_of_funds",mixed,,medium,,,global,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",one_clear_statement,"The website explicitly lists Private Equity, Hedge Funds, and Structured Products among asset classes, and the firm describes itself as a private banking and asset management firm with a family office service, indicating an illiquid private investments component.",website,"KG title: China Fortune Financial Group Ltd.
KG type: Stock broker in Hong Kong",data\firm_pages\BUA421.md,2026-05-28T08:08:55Z,v2-2026-05-27,,verified,,,,,,
BUA633,Summit Asset Management Company Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T14:29:07Z,v2-2026-05-27,,not_found,,,,,,
BUA881,Wolf Vest Capital Management Limited,https://www.wolfvest.com/,high_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The source text is a GoDaddy sales page for the domain wolfvest.com, which is for sale and contains no information about the firm's business, asset classes, or operations. No firm website was found.",none,,data\firm_pages\BUA881.md,2026-05-28T14:46:54Z,v2-2026-05-27,,not_found,,,,,,
BUA902,Skyway Pacific Research and Capital Management Limited,https://www.skywayinvestment.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,The domain name skywayinvestment.com is listed for sale on GoDaddy with no content related to the firm's investment activities. No operational website was found for Skyway Pacific Research and Capital Management Limited.,none,,data\firm_pages\BUA902.md,2026-05-28T14:29:09Z,v2-2026-05-27,,not_found,,,,,,
BUA919,Topology Capital Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,5,9",no_evidence,,none,,,2026-05-28T14:36:54Z,v2-2026-05-27,,not_found,,,,,,
BUB074,Puming Securities Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,,none,,,2026-05-28T13:51:06Z,v2-2026-05-27,,not_found,,,,,,
BUB155,DC Investments (HK) Limited,https://www.leicode.hk/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,"The scraped content is entirely from an LEI registration service website and contains no information about DC Investments (HK) Limited's business activities, asset classes, or investment strategy.",none,,data\firm_pages\BUB155.md,2026-05-28T07:39:32Z,v2-2026-05-27,,not_found,,,,,,
BUB953,Canaan Global Capital Management Limited,https://canaan-global.com/,high_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,https://www.linkedin.com/company/canaan-global-holdings,,"cheng.u.chio@canaan-global.com,michelle.zhao@canaan-global.com",,false,true,"4,9",no_evidence,"The website provides only placeholder content (navigation menus, contact info, and a login link) with no substantive description of investment strategy, asset classes, or AUM. Operational status is set to placeholder_site.",none,KG title: Canaan Investment Management Ltd.,data\firm_pages\BUB953.md,2026-05-28T15:37:33Z,v2-2026-05-27,,unverified,,,,,,
BUC004,NonaVerse (Hong Kong) Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T13:23:56Z,v2-2026-05-27,,not_found,,,,,,
BUC012,KING CORVUS CAPITAL LIMITED,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T12:42:00Z,v2-2026-05-27,,not_found,,,,,,
BUC147,Fourth Dimension Capital Limited,https://www.fourth.com/,high_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"Source text is entirely about Fourth workforce management and inventory software for restaurants, unrelated to the asset manager Fourth Dimension Capital Limited. No relevant information found.",none,,data\firm_pages\BUC147.md,2026-05-28T08:07:53Z,v2-2026-05-27,,not_found,,,,,,
BUC254,Frontier Asset Management (Hong Kong) Limited,https://www.frontier-hk.com/,medium_confidence,active,unknown,unknown,,unknown,,,hong_kong,generalist,not_applicable,,n_a,,,,,,,info@frontier-hk.com,false,false,9,no_evidence,"The website describes Frontier as an independent financial advisor offering asset management services, but provides no details on asset classes, style, AUM, or any investment strategy. No parent group mentioned, and no information about illiquid holdings.",none,,data\firm_pages\BUC254.md,2026-05-28T08:07:54Z,v2-2026-05-27,,probable,,,,,,
BUC716,AlphaChi Limited,https://www.cmualphachiomega.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The scraped text is about the Alpha Chi Omega sorority at Carnegie Mellon University, completely unrelated to the named firm AlphaChi Limited (a Hong Kong-licensed asset manager). No firm website found.",none,,data\firm_pages\BUC716.md,2026-05-28T06:28:53Z,v2-2026-05-27,,not_found,,,,,,
BUC767,Horun Capital Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T08:51:58Z,v2-2026-05-27,,not_found,,,,,,
BUC821,Royal Asset Management (Hong Kong) Limited,https://www.royalinvestment.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,No source text provided; cannot determine any details about the firm.,none,"KG title: LW Asset Management Advisors Limited
KG type: Financial institution in Hong Kong",data\firm_pages\BUC821.md,2026-05-28T14:10:18Z,v2-2026-05-27,,not_found,,,,,,
BUD060,xVision Holding Company Limited,https://www.xvision.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"Website content is for a security camera vendor (Xvision), not an asset manager; no mention of investment management or financial services.",none,,data\firm_pages\BUD060.md,2026-05-28T14:48:38Z,v2-2026-05-27,,not_found,,,,,,
BUD085,Petrus Asset Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,"KG title: Restaurant Petrus
KG type: French restaurant",,2026-05-28T13:50:55Z,v2-2026-05-27,,not_found,,,,,,
BUD110,Man Investments (Hong Kong) Limited,https://www.man.com,medium_confidence,active,"alternatives,credit,equities,multi_asset",mixed,alternative and long-only strategies,medium,,,global,generalist,not_applicable,Man Group plc,subsidiary,$228.7 billion total assets under management,USD,228700,,,,,true,true,"1,2,4,9",multiple_pages_corroborate,"Source text from Man Group website states $228.7bn AUM and describes alternative and long-only strategies across alternatives, credit, equities, and multi-asset. Man Group is a global alternative investment manager with a heritage in data-led quantitative investment, indicating a mixed style and medium illiquid book likelihood due to its credit and alternatives offerings.",consensus_website_plus,,data\firm_pages\BUD110.md,2026-05-28T13:10:47Z,v2-2026-05-27,,probable,,,,,,
BUD119,MicroBit Capital Management Limited,https://www.microbit.ai,medium_confidence,active,"public_equity,public_credit,multi",mixed,"Bitcoin and Ether spot ETFs, virtual asset strategies",low,,,hong_kong,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",one_clear_statement,"MicroBit is a standalone Hong Kong SFC-licensed manager focused on virtual assets (Bitcoin/Ether spot ETFs and strategies); no mention of private equity, private credit, or real assets, and no parent group identified; illiquid_book_likelihood is low as the firm exclusively deals in liquid virtual asset products.",website,,data\firm_pages\BUD119.md,2026-05-28T13:11:00Z,v2-2026-05-27,,probable,,,,,,
BUE072,Steward Investment Partners Limited,https://www.stewardinvestment.com,medium_confidence,active,public_equity,directional_long,long-term value,low,,,greater_china,generalist,not_applicable,,n_a,,,,,,,,false,false,9,one_clear_statement,"Website emphasises long-term holding of high-quality businesses through fundamental analysis and value-driven approach, clearly indicating a long-only public equity strategy with no mention of illiquid private investments.",website,,data\firm_pages\BUE072.md,2026-05-28T14:28:56Z,v2-2026-05-27,,probable,,,,,,
BUE118,Kaleido Capital Partners Limited,https://www.kaleido-cap.com,high_confidence,active,public_equity,directional_long,,low,,,asia,generalist,not_applicable,,n_a,,,,,info@kaleido-cap.com,recruiting@kaleido-cap.com,info@kaleido-cap.com,false,false,9,one_clear_statement,"The website describes a fundamental research process with no mention of private or illiquid assets, and the firm is a newly established (2023) standalone Hong Kong manager focusing on Asia-Pacific public equity for institutional investors.",website,,data\firm_pages\BUE118.md,2026-05-28T12:40:30Z,v2-2026-05-27,,verified,,,,,,
BUE177,Lochpine Capital Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T12:55:23Z,v2-2026-05-27,,not_found,,,,,,
BUE318,Certitudo Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T07:25:08Z,v2-2026-05-27,,not_found,,,,,,
BUE395,DAFEI DIGITAL ASSET MANAGEMENT LIMITED,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,"KG title: Digital Interface Technology Limited
KG type: Art gallery in Hong Kong",,2026-05-28T07:41:03Z,v2-2026-05-27,,not_found,,,,,,
BUE505,YuFeng Capital Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,,none,,,2026-05-28T14:50:50Z,v2-2026-05-27,,not_found,,,,,,
BUF295,Wah Chit Global Capital Limited,https://www.996co.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,The source text is a generic company directory with no relation to Wah Chit Global Capital Limited or any asset management activity.,none,,data\firm_pages\BUF295.md,2026-05-28T14:46:58Z,v2-2026-05-27,,not_found,,,,,,
BUF444,CGL IM Financial Management Limited,https://cglim.com,high_confidence,active,"private_equity,real_assets",buy_and_hold,private equity and infrastructure,high,,,global,"infrastructure,real_estate",not_applicable,,n_a,,,,,email protected,,,false,true,"4,9",multiple_pages_corroborate,"The firm's website explicitly states it is 'a Hong Kong-based investment management firm' specializing in private equity and infrastructure investments, with detailed asset holdings and services, indicating a high illiquid book likelihood and active operational status.",website,,data\firm_pages\BUF444.md,2026-05-28T07:23:19Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,,
BUF684,MTF Donvex Asset Management Limited,https://hkg.databasesets.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,"No website for MTF Donvex Asset Management Limited found; source text is a generic Hong Kong company registration database, not related to the firm's business, asset classes, or investment activities.",none,"KG title: Donvex Capital Limited
KG type: Financial institution in Hong Kong",data\firm_pages\BUF684.md,2026-05-28T13:12:36Z,v2-2026-05-27,true,not_found,,,,,,
BUF737,Geometry Capital (Hong Kong) Limited,https://www.geometrycapital.cc,high_confidence,active,digital_assets,unknown,,low,,,asia,digital_assets,not_applicable,,n_a,,,,,,help@geometrycapital.cc,,false,true,"4,9",inferred_from_name_or_parent,"The site is active and describes a Hong Kong SFC-licensed asset manager focused exclusively on digital assets, with no mention of traditional illiquid private investments.",website,,data\firm_pages\BUF737.md,2026-05-28T08:27:08Z,v2-2026-05-27,,probable,,,,,,
BUF765,Dragon Bright Holdings Limited,https://www.dragoncapital.com.hk/,high_confidence,active,"private_equity,private_credit,real_assets,public_equity",mixed,"venture capital, real estate, and IPO advisory",high,,,greater_china,"real_estate,tech,generalist",not_applicable,,n_a,,,,,asia@dragoncapital.com.hk,asia@dragoncapital.com.hk,,false,true,"4,9",one_clear_statement,"Website explicitly describes investing own money in private and public companies, real estate transactions, debt issuance, and IPOs, indicating illiquid holdings; no parent group identified; structured as an advisory/consultancy investing alongside clients.",website,KG title: DRAGON BRIGHT TRAVEL LTD,data\firm_pages\BUF765.md,2026-05-28T07:40:21Z,v2-2026-05-27,,verified,,,,,,
BUF982,HNH Capital Management Limited,https://www.cr.gov.hk/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The scraped text is the Hong Kong Companies Registry homepage, not the website of HNH Capital Management Limited. No firm-specific information was found.",none,,data\firm_pages\BUF982.md,2026-05-28T08:51:46Z,v2-2026-05-27,,not_found,,,,,,
BUG102,CITIC CFI Asset Management Company Limited,https://citicsfam.com.hk,high_confidence,active,multi,mixed,,medium,,,greater_china,generalist,not_applicable,CITIC Group,subsidiary,,,,,,,,false,false,9,inferred_from_name_or_parent,"CITIC CFI Asset Management Company Limited is a Hong Kong SFC Type 9 entity; the website is active and describes portfolio management, fund management, and advisory services. The parent group is CITIC Group, a large Chinese state-owned conglomerate with significant private credit, private equity, and real assets businesses, thus illiquid_book_likelihood is medium. However, the scraped site lacks explicit mention of private market asset classes, AUM, or specific strategies, so classification is largely based on the parent group's known profile.",website,,data\firm_pages\BUG102.md,2026-05-28T07:23:36Z,v2-2026-05-27,,probable,,,,,,
BUG219,HONGKONG NEW PORT FUND MANAGEMENT LIMITED,https://www.hongkonginvestment.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"No source text was provided for HONGKONG NEW PORT FUND MANAGEMENT LIMITED, so no information could be extracted.",none,,data\firm_pages\BUG219.md,2026-05-28T08:52:32Z,v2-2026-05-27,,not_found,,,,,,
BUG647,Longma International Family Office Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T12:55:19Z,v2-2026-05-27,,not_found,,,,,,
BUH306,Hong Kong Starvest Asset Management Limited,https://www.offertoday.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The provided source text is a job listing page from OfferToday, completely unrelated to Hong Kong Starvest Asset Management Limited. No firm-specific information was found.",none,,data\firm_pages\BUH306.md,2026-05-28T04:51:51Z,v2-2026-05-27,,not_found,,,,,,
BUH311,TPC HK Investments Limited,https://www.tempb.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,"1,9",no_evidence,"The source text is a generic Hong Kong company directory listing unrelated firms; it contains no content specific to TPC HK Investments Limited, indicating no proper firm website was found.",none,,data\firm_pages\BUH311.md,2026-05-28T14:37:03Z,v2-2026-05-27,,not_found,,,,,,
BUH472,"Yunqiao Technology Asset Management Co., Limited",,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T14:50:57Z,v2-2026-05-27,,not_found,,,,,,
BUH532,"Skyler Capital (Hongkong) Co., Limited",,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T14:29:03Z,v2-2026-05-27,,not_found,,,,,,
BUH660,Sino Partner International Securities Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,,none,,,2026-05-28T14:29:07Z,v2-2026-05-27,,not_found,,,,,,
BUH797,Pantarei Asset Management Limited,https://pantarei-am.com/,medium_confidence,active,multi,mixed,,low,,,global,generalist,not_applicable,,n_a,,,,,ir@pantarei-am.com,,ir@pantarei-am.com,false,false,9,one_clear_statement,"The site describes Pantarei as a versatile alternative asset manager with a multi-strategy approach across a broad range of financial instruments; there is no mention of parent group, AUM, or illiquid private positions, and the phrasing leans toward liquid alternatives, leading to low illiquid likelihood.",website,,data\firm_pages\BUH797.md,2026-05-28T13:51:32Z,v2-2026-05-27,,probable,,,,,,
BUH940,Verition Advisors (Hong Kong) Limited,https://www.verition.com,medium_confidence,active,"public_equity,public_credit,multi",multi,"multi-strategy, multi-manager hedge fund",low,,,global,generalist,not_applicable,,n_a,$14.0bn,USD,14000,,,,,true,false,"1,9",one_clear_statement,"Verition is a multi-strategy hedge fund focusing on liquid strategies (credit, fixed income & macro, convertible & volatility arbitrage, event-driven, equity long/short, quantitative strategies) with no mention of private equity, private credit, or real assets; illiquid private positions are not a primary business line.",website,,data\firm_pages\BUH940.md,2026-05-28T14:42:07Z,v2-2026-05-27,,probable,,,,,,
BUH964,Gravity Asset Management Limited,https://gravityballet.com.hk/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,none,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,The website content is about an adult ballet studio in Hong Kong with no relation to asset management; no financial services or investment information found.,none,,data\firm_pages\BUH964.md,2026-05-28T08:27:18Z,v2-2026-05-27,,not_found,,,,,,
BUI013,Pinecone Capital Limited,https://www.pineconecapital.com/,high_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,The domain pineconecapital.com is for sale via GoDaddy and contains no firm content; no operational website exists for Pinecone Capital Limited.,none,,data\firm_pages\BUI013.md,2026-05-28T13:50:56Z,v2-2026-05-27,,not_found,,,,,,
BUI164,Wisdom Alpha Asset Management Limited,https://whalewisdomalpha.com/,high_confidence,active,public_equity,unknown,"13F tracking, hedge fund cloning, insider trading analysis",low,,,global,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",inferred_from_name_or_parent,"The source text is a website labeled WhaleWisdom Alpha which focuses on analyzing public filings (13F, insider trades) and hedge fund cloning, indicating a strategy centered on public equities with no mention of illiquid private investments; the firm appears to be standalone with no parent group.",website,,data\firm_pages\BUI164.md,2026-05-28T14:47:29Z,v2-2026-05-27,,probable,,,,,,
BUI210,Pythagoras HK Management Company Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T13:52:17Z,v2-2026-05-27,,not_found,,,,,,
BUI733,Bamboo Creek Capital Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T06:48:57Z,v2-2026-05-27,,not_found,,,,,,
BUI779,Primavera Investment Management Limited,https://www.primavera-capital.com/,high_confidence,active,"private_equity,private_credit,real_assets",buy_and_hold,growth equity,high,,,asia_pacific,"tech,green_tech,consumer,luxury",not_applicable,Primavera Capital Group,n_a,,,,,,vcbp@primavera-capital.com,"ir@primavera-capital.com,media@primavera-capital.com",false,true,"4,9",multiple_pages_corroborate,"The website describes Primavera Capital Group as an Asia-Pacific-based global investment firm that invests in growth companies, with portfolio companies including Envision Group (green tech), Yum China, and Breitling, indicating a buy-and-hold growth equity style focused on illiquid private investments; no AUM or contact details provided.",consensus_website_plus,,data\firm_pages\BUI779.md,2026-05-28T13:52:20Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,,
BUI941,Enlightenment Capital Investment Management Limited,https://www.enlightenment.com/,medium_confidence,placeholder_site,unknown,unknown,,unknown,,,,none,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,The website is a placeholder with only a link to a Facebook page and no substantive information about the firm's activities.,none,,data\firm_pages\BUI941.md,2026-05-28T15:39:59Z,v2-2026-05-27,,unverified,,,,,,
BUJ035,Goldstate Capital Group Limited,https://www.goldstatecapitalgroup.com/,high_confidence,active,multi,mixed,,medium,,,greater_china,generalist,single,,n_a,,,,,Enquiry@goldstatecapitalgrp.com,,,false,true,"4,9",one_clear_statement,"The firm describes itself as a family office offering wealth management, investment management, and related services, covering multiple asset classes including potentially illiquid private investments, with a GP-style service menu; classified as standalone HK entity.",website,,data\firm_pages\BUJ035.md,2026-05-28T08:28:57Z,v2-2026-05-27,,verified,,,,,,
BUJ100,Orchid Asia Greater Growth Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,"KG title: Orchid Public Investment Management Company Limited

KG title: Orchid Public Investment Management Company Limited",,2026-05-28T13:34:35Z,v2-2026-05-27,,not_found,,,,,,
BUJ217,Yun Heng Investment Management Limited,https://magicport.ai/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The source text is entirely about MagicPort, a maritime shipping technology platform, with no mention or connection to Yun Heng Investment Management Limited or any asset management activity.",none,,data\firm_pages\BUJ217.md,2026-05-28T14:51:13Z,v2-2026-05-27,,not_found,,,,,,
BUK017,L2Y Research Limited,https://fintech-consult.com/,medium_confidence,active,unknown,unknown,,unknown,,,asia,financials,not_applicable,,n_a,,,,,,,info@fintech-consult.com,false,true,"4,9",no_evidence,"The website describes L2Y Research Limited (trading as FinTech Consult) as a fintech consultancy providing market entry and research services, not as an asset manager. There is no mention of assets under management, investment funds, or any illiquid positions.",none,,data\firm_pages\BUK017.md,2026-05-28T12:54:48Z,v2-2026-05-27,,probable,,,,,,
BUK079,QDI Limited,https://www.qdipartners.com/,medium_confidence,active,multi,systematic,systematic macro,low,,,global,generalist,not_applicable,,n_a,,,,,,,,false,false,9,one_clear_statement,"The firm explicitly states it manages systematic macro strategies across multiple asset classes and derivatives, indicating a liquid, directional-long and systematic style with no mention of illiquid private investments, so illiquid_book_likelihood is low.",website,,data\firm_pages\BUK079.md,2026-05-28T13:57:50Z,v2-2026-05-27,,probable,,,,,,
BUK423,Ti-Capital (HK) Asset Management Limited,https://.,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,,none,,,2026-05-28T14:36:57Z,v2-2026-05-27,,not_found,,,,,,
BUK494,Clearwater Asset Management Limited,https://www.clearwater.com/,medium_confidence,placeholder_site,"public_equity,public_credit,multi",mixed,,low,,,,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The website appears to be a placeholder with only a cookie consent banner and a definition of clearwater, providing no substantive information about the firm's activities or parent group.",website,"KG title: Clear Water Bay First Beach
KG type: Beach in Hong Kong
KG desc: Clear Water Bay First Beach is a gazetted beach located in the northern part of Clear Water Bay in Clear Water Bay Peninsula, Sai Kung District, Hong Kong. The beach has barbecue pits and is managed by the Leisure and Cultural Services Department of the Hong Kong Government.",data\firm_pages\BUK494.md,2026-05-28T07:24:22Z,v2-2026-05-27,,unverified,,,,,,
BUK568,Sino Cornerstone Capital Limited,https://www.sinocapital.com.hk/,high_confidence,active,"private_equity,private_credit",buy_and_hold,cross-border M&A advisory,medium,,,greater_china,generalist,not_applicable,,n_a,,,,,info@sinocapital.com.hk,,info@sinocapital.com.hk,false,true,"4,9",one_clear_statement,"Sino Cornerstone Capital is a standalone Hong Kong-based M&A advisory firm focused on cross-border deals for Chinese listed companies, with services including private equity financing and loan arrangement, indicating an illiquid book from advisory work but no disclosed AUM or fund management.",website,,data\firm_pages\BUK568.md,2026-05-28T14:29:15Z,v2-2026-05-27,,verified,,,,,,
